,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
76,"Check out ILC Legal Dictionary! Today we learn about Amicus Curiae/Friend of the Court.

Follow us for a better understanding of legalese.

#ilc #legaldictionary #lawyers #consultants #administrators #intellectualproperty #trademarks #ghana #iplawyers #litigation #transactions https://t.co/ZAWsx6B5Ug",check out ilc legal dictionary today we learn about amicus curiae friend of the court follow us for better understanding of legalese ilc legaldictionary lawyers consultants administrators intellectualproperty trademarks ghana iplawyers litigation transactions ,0.35,0.35,positive,0.047,0.755,0.198,0.7003,260,33
77,"Trust me there is still a remnant of goodly leaders in Africa ‼️ hopefully , 😚🫣we have some in Ghana @GhanaParliament @NPP_GH @OfficialNDCGh @NAkufoAddo @JDMahama @MBawumia @Kwamikayi @AdomOtchere @thenanaaba @AbeikuSantana @Serwaa_Amihere #Ghana #Africa @TheGhanaWeb https://t.co/sEu8GExZPK",trust me there is still remnant of goodly leaders in africa hopefully we have some in ghana gh amihere ghana africa ,0.7,0.6000000000000001,positive,0.0,0.76,0.24,0.7184,116,21
78,"Luis Suárez on IG:

""All defeats hurt, especially in a World Cup. Now it's time to stick together as a team and not make excuses. Win and qualify, that's our objective. Trust us to leave everything [on the pitch vs. Ghana 🇬🇭 ].""

#Ghana #BlackStars #Uruguay #FIFAWorldCupQatar2022 https://t.co/rXCI0JlEkK",luis su rez on ig all defeats hurt especially in world cup now it time to stick together as team and not make excuses win and qualify that our objective trust us to leave everything on the pitch vs ghana ghana blackstars uruguay fifaworldcupqatar2022 ,0.26666666666666666,0.5,negative,0.191,0.746,0.063,-0.688,251,44
79,I believe that in the same way we will overcome our present economic difficulties. #Ghana https://t.co/eDRFEQZ0GM,i believe that in the same way we will overcome our present economic difficulties ghana ,0.06666666666666667,0.10833333333333334,negative,0.145,0.855,0.0,-0.296,88,15
80,#Ghana 🇬🇭 brings in support for the #SaveSoil movement. https://t.co/Z1r8q5HGLK, ghana brings in support for the savesoil movement ,0.0,0.0,positive,0.0,0.722,0.278,0.4019,51,8
81,"Netizens cast stones at Ini Edo over ‘bare-chest’ outfit in viral video

#Nigerians #iniedo #ghana #vcmedialive https://t.co/c9xf1FbR7E",netizens cast stones at ini edo over bare chest outfit in viral video nigerians iniedo ghana vcmedialive ,0.05,0.1,neutral,0.0,1.0,0.0,0.0,105,17
82,"Go there UMaT. Team Condensate
#gaschallenge2022
#UniversityChallenge
#Ghana
#umat https://t.co/Wz0j8TS5uZ",go there umat team condensate gaschallenge2022 universitychallenge ghana umat ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,78,9
83,Watch this video from @BitcoinEkasi .... We are uniting to do same in #Ghana #Bitcoin #BitcoinCowries  cc @AfroBitcoinOrg #ABC2022 https://t.co/qUZHWIj0Fz,watch this video from we are uniting to do same in ghana bitcoin bitcoincowries cc abc2022 ,0.0,0.125,neutral,0.0,1.0,0.0,0.0,91,16
84,"In 1957, #Ghana 🇬🇭, emerged as an independent country adopting the motto of “#Freedom &amp; #justice. 

A country can thrive and enjoy her freedom only with healthy #soils.
Ghanaians understand this &amp; support the 🌱 #SaveSoil 🤎 movement. The freedom monument is part of #SaveSoil ❤️ https://t.co/AdzOwz9HO4",in 1957 ghana emerged as an independent country adopting the motto of freedom amp justice country can thrive and enjoy her freedom only with healthy soils ghanaians understand this amp support the savesoil movement the freedom monument is part of savesoil ,0.225,0.53125,positive,0.0,0.58,0.42,0.9766,256,41
85,#Ghana 🇬🇭  is not returning from #Qatar without the CUP. This is a our fervent prayer🙏🙏🙏🙏 https://t.co/SZWbRozdIl, ghana is not returning from qatar without the cup this is our fervent prayer ,0.0,0.0,positive,0.0,0.861,0.139,0.2732,78,14
86,"🤠 Do you like the #worldcup? Do you like food, hats, and moustaches? 

Come join the fun in Clark's Classic World Cup Cook-Off! Every day, I'm tackling a new country's cuisine. 

Tonight, it's #Iran , yesterday #Ghana. We've already done #englandvswales and #argentinamexico 🤠 https://t.co/jmWqkQuxHL", do you like the worldcup do you like food hats and moustaches come join the fun in clark classic world cup cook off every day m tackling new country cuisine tonight it iran yesterday ghana we ve already done englandvswales and argentinamexico ,0.201010101010101,0.2737373737373738,positive,0.0,0.779,0.221,0.8591,244,42
87,Ghana Lotto Prediction App https://t.co/SUWZ3rk6Go #Ghana #Lotto #Leak #App #Android9+,ghana lotto prediction app ghana lotto leak app android9 ,0.0,0.0,negative,0.231,0.769,0.0,-0.34,57,9
88,"""As soon as the land of nay country has all become private property,...""

#Ghana #Accra #realtor #Baltimore #Columbia #Germantown #QATSEN #Qatar2022 https://t.co/jsSPpvJMJA", as soon as the land of nay country has all become private property ghana accra realtor baltimore columbia germantown qatsen qatar2022 ,0.0,0.375,neutral,0.0,1.0,0.0,0.0,135,21
89,#SSFootball #Ghana has the ability to make Africa proud again., ssfootball ghana has the ability to make africa proud again ,0.8,1.0,positive,0.0,0.597,0.403,0.6597,61,10
90,We Shall Score Dem #Ghana #Quatar2022 https://t.co/9dBpc22144,we shall score dem ghana quatar2022 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,36,6
91,"Register via https://t.co/dqblAEaY7L before 1:00 PM (GMT) on December 1, 2022. Undergraduates in their penultimate and final year are highly encouraged to register.
#DevelopingAfricanTalent
#Jefferies
#SEOAfrica
#oneinternship
#infiniteopportunities
#ghana
#Africa

3/3",register via before 1 00 pm gmt on december 1 2022 undergraduates in their penultimate and final year are highly encouraged to register developingafricantalent jefferies seoafrica oneinternship infiniteopportunities ghana africa 3 3,0.08,0.77,positive,0.0,0.906,0.094,0.4201,232,32
92,"ADE-DAA’S Team is present  at TECH in GHANA.

@techinghana 

#techinginghana #adedaascharter #aviation #accra #ghana #africa https://t.co/6lzrgitkSU https://t.co/R12IasPd02",ade daa team is present at tech in ghana techinginghana adedaascharter aviation accra ghana africa ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,99,15
93,"Here are today's biggest headlines. Scan the code to visit our website to read more.

#mx24gh #funfearlessfactual #Mx24news #GhanaAirlines #OforiAtta #Mahama #BlackStars #Muntari #Uruguay #Kudus #Qatar2022 #ElonMusk #Apple #Twitter #China #Sunak #SouthKorea #Ghana #DidierDrogba https://t.co/memhbZVhLN",here are today biggest headlines scan the code to visit our website to read more mx24gh funfearlessfactual mx24news ghanaairlines oforiatta mahama blackstars muntari uruguay kudus qatar2022 elonmusk apple twitter china sunak southkorea ghana didierdrogba ,0.5,0.5,neutral,0.0,1.0,0.0,0.0,255,34
94,"Silhouette art maker freely converts your pictures into beautiful silhouette designs.
#Canelo #ختام_جنتل #Apple #Ghana #AppStore #Suicaのペンギン 

https://t.co/crqrn3gs16",silhouette art maker freely converts your pictures into beautiful silhouette designs canelo apple ghana appstore suica ,0.625,0.9,positive,0.0,0.673,0.327,0.7783,119,16
95,Inaki Williams pls do something for us cuz it’s not looking good 👍 #Gha #Ghana #ghanablackstars #FIFAWorldCupQatar2022 https://t.co/MIcNvKj0hO,inaki williams pls do something for us cuz it not looking good gha ghana ghanablackstars fifaworldcupqatar2022 ,0.7,0.6000000000000001,negative,0.136,0.791,0.073,-0.2746,111,16
96,We thank the Almighty for victory 🇬🇭#GHANA ALL THE WAY https://t.co/2kAYfdLgtn,we thank the almighty for victory ghana all the way ,0.0,0.0,positive,0.0,0.783,0.217,0.3612,52,10
97,#Ghana vs #Uruguay is going to be interesting 👀, ghana vs uruguay is going to be interesting ,0.5,0.5,positive,0.0,0.722,0.278,0.4019,45,8
98,"#WorldCup2022 
Fake prophets prowling..

An African country will lift this #WorldcupQatar2022 Cup. 
Have you seen #Ghana match?

Super Eagles cannot win next year's AFCON, will qualify for World Cup - Primate Ayodele - Vanguard News https://t.co/qpJh4XhLse", worldcup2022 fake prophets prowling an african country will lift this worldcupqatar2022 cup have you seen ghana match super eagles cannot win next year afcon will qualify for world cup primate ayodele vanguard news ,0.12666666666666665,0.4133333333333333,negative,0.154,0.749,0.097,-0.312,216,33
99,"#Ghana also had the Boateng brothers where on played for the #TeamGhana and the other for #TeamGermany .
#FIFAWorldCup https://t.co/5FeRx1FaS1", ghana also had the boateng brothers where on played for the teamghana and the other for teamgermany fifaworldcup ,-0.125,0.375,positive,0.0,0.876,0.124,0.34,114,18
100,"@King__Eben How beautiful is this joy
 We are all happy for the Ghanaian people😍
#Ghana #FIFAWorldCup", eben how beautiful is this joy we are all happy for the ghanaian people ghana fifaworldcup,0.8166666666666668,0.7333333333333334,positive,0.0,0.533,0.467,0.9081,91,16
101,"@Unimoni_India 𝗨𝗿𝘂𝗴𝘂𝗮𝘆 will WIN
#unimoni #contestalert #contest #contestalerindia #contestindia #worldcup #worldcup2022 #football #worldcupprediction #ghana #uruguay #qatar2022 #ghauru #ghavsuru 

@Unimoni_India", india will win unimoni contestalert contest contestalerindia contestindia worldcup worldcup2022 football worldcupprediction ghana uruguay qatar2022 ghauru ghavsuru india,0.8,0.4,positive,0.0,0.817,0.183,0.5859,170,18
102,FIFA World Cup Qatar 2022: South Korea 2-3 Ghana - Kudus brace help Black Stars clinch vital win #FIFAWorldCupQatar2022 #FIFAWorldCup #Qatar2022 #SouthKoreaVsGhana #SouthKorea #Ghana #ghanablackstars #goals  https://t.co/Zm8QYCk3AR,fifa world cup qatar 2022 south korea 2 3 ghana kudus brace help black stars clinch vital win fifaworldcupqatar2022 fifaworldcup qatar2022 southkoreavsghana southkorea ghana ghanablackstars goals ,0.24444444444444446,0.41111111111111115,positive,0.0,0.707,0.293,0.8271,196,26
103,"Menz Paints 🎨
specialises in selling Grafiato Paint; Acrylic Paint, Oil Paint; Water Paint &amp; Other painting accessories. We concentrate on becoming your #1 expert in the painting industry.. 
Any Enquiries Please Contact Us On 
+233577776019 
menzpaints@outlook.com 
#Accra #Ghana https://t.co/8MEHf0P5q9",menz paints specialises in selling grafiato paint acrylic paint oil paint water paint amp other painting accessories we concentrate on becoming your 1 expert in the painting industry any enquiries please contact us on 233577776019 menzpaints com accra ghana ,0.1625,0.6125,positive,0.0,0.941,0.059,0.3182,258,39
104,Goals Galore on a Pulsating Day  : World Cup Day 9 #fifa #fifaworldcupqatar #qatar #football #cameroon #serbia #ghana #southkorea #brazil #switzerland #portugal #uruguay #mkudus #vincentaboubakar #mitrovic #mkudus #brunofernandes #casemiro #moting #zigi https://t.co/eq6ojYoO3B,goals galore on pulsating day world cup day 9 fifa fifaworldcupqatar qatar football cameroon serbia ghana southkorea brazil switzerland portugal uruguay mkudus vincentaboubakar mitrovic mkudus brunofernandes casemiro moting zigi ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,229,29
105,Go ghana stars we #ghanablackstars #Ghana https://t.co/JBrpYkVjTF,go ghana stars we ghanablackstars ghana ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,40,6
106,"Daily Review/Preview of #FIFAWorldCup Link to video 👇🏾

https://t.co/iaX6A04wrt

Please SUBSCRIBE. Thanks 🤗

#Qatar2022 #cameroon #serbia #switzerland🇨🇭 #brazil🇧🇷 #ghana #portugal #uruguay🇺🇾 #southkorea #senegal #netherlands🇳🇱 #ecuador🇪🇨 #england🇬🇧 #usa #wales #iran #ThreeLions https://t.co/Y72IdDmfyp",daily review preview of fifaworldcup link to video please subscribe thanks qatar2022 cameroon serbia switzerland brazil ghana portugal uruguay southkorea senegal netherlands ecuador england usa wales iran threelions ,0.1,0.1,positive,0.0,0.833,0.167,0.6369,216,28
107,"Latest Jersey 
Price 120gh
Nationwide delivery 

WhatsApp 
0508421580
#hub8_wardrobe #ghana @ Tema, Ghana https://t.co/BXxBjKLFip",latest jersey price 120gh nationwide delivery whatsapp 0508421580 hub8 wardrobe ghana tema ghana ,0.5,0.9,neutral,0.0,1.0,0.0,0.0,97,13
108,"Ayra Starr responds to criticism on her skimpy outfit..

#ghana #vcmedialive #ayrancilar
#accra https://t.co/DYDcptLm8y",ayra starr responds to criticism on her skimpy outfit ghana vcmedialive ayrancilar accra ,0.0,0.0,negative,0.195,0.805,0.0,-0.4404,89,13
109,"Farmers will be provided the #opportunity to #finance their #production abilities and #businesses, and will be able to afford essential #farm inputs such as #fertilizers and tractors.

#investment #investinafrica #businessinafrica #development #growth #Europe #Ghana",farmers will be provided the opportunity to finance their production abilities and businesses and will be able to afford essential farm inputs such as fertilizers and tractors investment investinafrica businessinafrica development growth europe ghana,0.16666666666666666,0.47500000000000003,positive,0.0,0.807,0.193,0.7506,250,34
110,"We are the only High-Quality Trifold Brochure Specialists in Town. Place your order, We’ll get you delivered in few hours. #RaqeemGhana #Flyers #Stationay #Accra #Tema #Ghana #Kumasi #Printing #OffsetPrinting #DigitalPrinting #Business #Advertisment https://t.co/RBF1Od2ZLa",we are the only high quality trifold brochure specialists in town place your order we ll get you delivered in few hours raqeemghana flyers stationay accra tema ghana kumasi printing offsetprinting digitalprinting business advertisment ,-0.013333333333333336,0.5466666666666667,neutral,0.0,1.0,0.0,0.0,235,34
111,"My president name IMRAN🇵🇰KHAN♥️ and your @RTErdogan #araskargo #TRTdekatliamvar #DarbeciCumhurbaskanıErdoğan #fare #KARA #MAMA2022 #GOT7 #somi #YEONJUN #KORGHA #Ghana #มัดหัวใจยัยซุปตาร์Firstdate #GegarVaganza9 #یوم_نجات_29_نومبر #یوم_دفع #خنزیر_ڈیزل
#GeneralAsimMuneer https://t.co/hw825gI94V",my president name imran khan and your araskargo trtdekatliamvar darbecicumhurbaskan erdo an fare kara mama2022 got7 somi yeonjun korgha ghana firstdate gegarvaganza9 29 generalasimmuneer ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,187,24
112,"Uruguay have to beat Ghana to have a chance of qualifying 👀

#Uruguay #Ghana #WorldCup2022 #Qatar2022 #FIFAWorldCup https://t.co/lxnrPKc5Zr",uruguay have to beat ghana to have chance of qualifying uruguay ghana worldcup2022 qatar2022 fifaworldcup ,0.0,0.0,positive,0.0,0.875,0.125,0.25,106,15
113,2022/23 #Ghana Premier League: Week 7 Match Report- Accra Lions 1-3 Hearts of Oak – https://t.co/ExeMSvILho https://t.co/cpyArBQZWW #latestnews,2022 23 ghana premier league week 7 match report accra lions 1 3 hearts of oak latestnews,0.0,0.0,neutral,0.0,1.0,0.0,0.0,89,17
114,"Ghana is one of the premier tourist destinations in West Africa. Ghana has a lot to offer the world, but it's best known for its people. Ghana also has a rich history and culture. Tour with us.

#tour #Ghana #elidel #travel #qatar #destinationghana #exploreghana https://t.co/nZquQQhwAa",ghana is one of the premier tourist destinations in west africa ghana has lot to offer the world but it best known for its people ghana also has rich history and culture tour with us tour ghana elidel travel qatar destinationghana exploreghana ,0.6875,0.525,positive,0.0,0.789,0.211,0.9136,244,42
